Agitated	Agitado
Until the sun is showing	Até que o sol nascesse
I see it in your eyes	Eu vejo isso nos seus olhos
They will take me home	Eles vão te levar pra casa
Honey, it's so damn bright	Querida, é tão brilhante
Daylight's taking over again	A luz do dia aparecendo novamente
Just follow the signs	Apenas siga os sinais
They will lead us home	Eles vão nos levar pra casa
And we will cry 'till this fire is drowned	E nós vamos chorar até que esse fogo se afogue
And we will write all our memories down	E nós vamos escrever todas as nossas memórias
And we will drive 'till these tires wear out	E nós vamos dirigir até que os pneus desgastem
But darling, I	Mas querida
I will take you home	Eu vou te levar pra casa
And we will drive 'till the tires run out	E nós vamos dirigir até caírem os pneus
And we will write all our memories down	E nós vamos escrever todas as nossas memórias
And we will cry 'till this fire is drowned	E nós vamos chorar até que o fogo se afogue
But darling I	Mas querida
I will keep you warm	Eu vou te manter aquecida
darling I	Querida
I will keep you warm	Eu vou te manter aquecida
I Never Fell	Eu Nunca Caio
If you wanna put this on me, that’s fine	Se você quer colocar a culpa em mim, tudo bem
I never blamed you for anything at all, in my life	Eu nunca te culpei por nada, na minha vida
Things we try to do won’t work	Coisas que tentamos fazer não funciona
So can you help me out?	Então você pode me ajudar?
Things we try to do won’t work	Coisas que tentamos fazer não funciona
So can you help me out?	Então você pode me ajudar?
And say if you love somebody new	E diz que se você ama alguém novo
So even in my mind it’s true	Então, mesmo em minha mente isso é verdade
Cause I have fallen for you	Porque eu tenho me apaixonado por você
Say if you love somebody new	Diga se você ama alguém novo
See and I don’t wanna take it to the get gate	Ver e eu não quero levá-la para o portão
Where I came fly show	De onde eu vim voando
I could have taken anyone there	Eu poderia ter levado alguém lá
But I like the way she brushed her hair back	Mas eu gosto da maneira como ela escovou o cabelo para trás
I never trust, begin to realize	Eu nunca confio, comece a perceber
How fast I would turn and I	O quão rápido eu iria virar e eu
I was blind to all	Eu estava cego para tudo
Yeah, I saw all	Sim, eu vi tudo
Say if you love somebody new	Diga se você ama alguém novo
So even in my mind it’s true	Assim, mesmo em minha mente que é verdade
Cause I have fallen for you	Porque eu tenho uma queda por você
Say if you love somebody new	Diga se você ama alguém novo
So even in my mind it’s true	Assim, mesmo em minha mente que é verdade
Cause I have fallen for you	Porque eu tenho uma queda por você
Say if you love somebody new	Diga se você ama alguém novo
Seeing this fake heart break	Vendo este falso coração quebrado
And stomach ache has got me	E dor de estômago tem-me
Acting like a pregnancy	Agindo como uma gravidez
I never fell for you, you tripped me	Eu nunca me apaixonei por você, você me fez tropeçar
Cause even in my mind, in my mind	Porque mesmo em minha mente, em minha mente
I never fell for you, you tripped me	Eu nunca me apaixonei por você, você me fez tropeçar
In my mind it’s true, in my mind now	Em minha mente é verdade, na minha mente agora
I never fell for you, you tripped me	Eu nunca me apaixonei por você, você me fez tropeçar
Even in my mind, in my mind	Mesmo em minha mente, em minha mente
I never fell for you, you tripped me	Eu nunca me apaixonei por você, você me fez tropeçar
I See Fire	Eu Vejo Fogo
Oh, misty eye of the mountain below	Oh, olho enevoado da montanha abaixo
Keep careful watch of my brothers' souls	Cuide das almas dos meus irmãos
And should the sky be filled with fire and smoke	E caso o céu se encher com fogo e fumaça
Keep watching over Durin's sons	Continue vigiando os filhos de Durin
If this is to end in fire	Se isto é para terminar em fogo
Then we should all burn together	Então devemos todos queimar juntos
Watch the flames climb high into the night	Veja as chamas subirem alto na noite
Calling out father, oh, stand by and we will	Chamando ao pai, oh, se prepare e iremos
Watch the flames burn on and on	Assistir às chamas queimarem
The mountain side	Na encosta da montanha
And if we should die tonight	E se nós morrermos esta noite
We should all die together	Nós devemos morrer juntos
Raise a glass of wine for the last time	Levante uma taça de vinho pela última vez
Calling out father, oh, prepare as we will	Chamando ao pai, oh, se prepare e iremos
Watch the flames burn on and on	Assistir às chamas queimarem
The mountain side	Na encosta da montanha
Desolation comes upon the sky	Desolação vem sobre o céu
Now I see fire	Agora eu vejo o fogo
Inside the mountain	No interior da montanha
I see fire	Eu vejo o fogo
Burning the trees	Queimando as árvores
And I see fire	E eu vejo o fogo
Hollowing souls	Esvaziando almas
I see fire	E eu vejo o fogo
Blood in the breeze	Sangue na brisa
And I hope that you'll remember me	E eu espero que você se lembre de mim
Oh, should my people fall in	Oh, se meu povo cair
Surely I'll do the same	Certamente eu vou fazer o mesmo
Confined in mountain holes, we got too close to the flame	Confinado nos buracos das montanhas, ficamos muito perto da chama
Calling out father, oh, hold fast and we will	Chamando ao pai, oh, aguente firme e iremos
Watch the flames burn on and on	Assistir as chamas queimarem
The mountain side	A encosta da montanha
Desolation comes upon the sky	Desolação vem sobre o céu
Now I see fire	Agora eu vejo o fogo
Inside the mountains	No interior das montanhas
I see fire	Eu vejo o fogo
Burning the trees	Queimando as árvores
And I see fire	E eu vejo o fogo
Hollowing souls	Esvaziando almas
I see fire	E eu vejo o fogo
Blood in the breeze	Sangue na brisa
And I hope that you remember me	E eu espero que você se lembre de mim
And if the night is burning, I will cover my eyes	E se a noite está queimando, eu cobrirei meus olhos
For if the dark returns then, my brothers will die	Pois se a escuridão voltar, então meus irmãos morrerão
And as the sky's falling down, it crashed into this lonely town	E enquanto o céu estiver caindo, colidirá nessa cidade solitária
And with that shadow upon the ground, I hear my people screaming out	E com aquela sombra sobre o chão, ouço o meu povo gritando
And I see fire	E eu vejo o fogo
Inside the mountains	No interior das montanhas
I see fire	Eu vejo o fogo
Burning the trees	Queimando as árvores
I see fire	Eu vejo o fogo
Hollowing souls	Esvaziando almas
I see fire	Eu vejo o fogo
Blood in the breeze	Sangue na brisa
I see fire	Eu vejo o fogo
Oh, you know I saw a city burning out (fire)	Oh, sabe eu vi uma cidade em chamas (fogo)
And I see fire	Eu vejo o fogo
Feel the heat upon my skin (fire)	Sinto o calor sobre a minha pele (fogo)
And I see fire	E eu vejo o fogo
I'm Glad I'm Not You	Estou Contente Por Não Ser Você
It’s been a while since we were here	Tem tido um tempo desde que nós estivemos aqui
Been too long my fear is	Sendo muito tempo, meu Smedo é
Holding back the memories of your eyes	Segurando em seus olhos as memórias de volta
Scattered notes and broken glass you had left me	Notas dispersas e vidros quebrados que você me deixou
All that’s left is shattered hearts	Tudo o que resta são corações despedaçados
It’s plain enough for us to see that	É bastante claro para nós vermos que
You’ve got me	Você me tem
You’ve got me	Você me tem
We’re just friends tangled up in loose ends	Nós somos apenas amigos enroscados em pontas soltas
I feel it coming around again	Eu sinto isso vindo de novo
Let me know where you let your heart go	Me deixe saber onde você deixou seu coração ir
And I will just pretend	E eu vou apenas fingir
That I have never felt this way	Que eu nunca me senti assim
Since you I have never felt this way	Antes de você eu nunca me senti assim
Since you	Antes de você
I feel strange	Me sinto estranho
Playing games	Jogando jogos
It’s no fuss	É sem complicações
I’m not in love	Eu não estou apaixonado
Twisted tunes, a melody of spite	Melodias retorcidas, uma melodia de rancor
If you give me the words then I might	Se você me der as palavras, então eu posso
Let go unknown feelings	Deixem ir os sentimentos desconhecidos
Telling me that I cannot fight	Me dizendo que eu não posso lutar
When you speak that shite	Quando você fala essa merda
Let go unknown feelings	Deixe ir sentimentos desconhecidos
Telling me that	Me dizendo que
You’ve got me	Você me tem
You’ve got me	Você me tem
We’re just friends tangled up in loose ends	Nós somos apenas amigos enroscado em pontas soltas
I feel it coming around again	Eu sinto isso vindo de novo
Let me know where you let your heart go	Me deixe saber que você deixou seu coração ir
And I will just pretend	E eu vou apenas fingir
That I have never felt this way	Que eu nunca me senti assim
Since you I have never felt this way	Antes de você eu nunca me senti assim
Since you	Antes de você
I feel strange	Me sinto estranho
Playing games	Jogando jogos
It’s no fuss	É sem complicações
I’m not in love	Eu não estou apaixonado
I lost it in your kiss, your lips	Eu perdi em seu beijo, seus lábios
Sweetness, in your smile	Doçura, em seu sorriso
Your words make me whole	Suas palavras me fazem por inteiro
But your scars demand a healer’s touch	Mas seus medos demandam seu toque curável
Kiss Me	Beije-me
Settle down with me	Fique comigo
Cover me up, cuddle me in	Me proteja, me abrace carinhosamente
Lay down with me, yeah	Se deite ao meu lado, sim
And hold me in your arms	E me envolva em seus braços
And your heart’s against my chest	E seu coração encostado em meu peito
Your lips pressed to my neck	Seus lábios pressionados no meu pescoço
I’m falling for your eyes, but they don’t know me yet	Estou me apaixonando pelos seus olhos, mas eles ainda não me conhecem
And with a feeling I’ll forget, I’m in love now	E com um pressentimento de que esquecerei, agora estou apaixonado
Kiss me like you wanna be loved	Beije-me como se quisesse ser amada
You wanna be loved, you wanna be loved	Quisesse ser amada, quisesse ser amada
This feels like falling in love	É como se eu estivesse me apaixonando
Falling in love, we're falling in love	Me apaixonando, nós estamos nos apaixonando
Settle down with me	Fique comigo
And I’ll be your safety, you’ll be my lady	E eu serei seu guardião, você será minha dama
I was made to keep your body warm	Eu fui feito para manter seu corpo aquecido
But I’m cold as the wind blows	Mas eu sou tão gelado quanto o vento que sopra
So hold me in your arms	Então me envolva em seus braços
My heart’s against your chest	Meu coração encostado em seu peito
